ID,MATS3p,SM10_AEA(dm),GATS7s,F07[N-O],SpMAD_EA(ri),P_VSA_charge_7,CATS2D_04_AA,VE1sign_B(p),MATS3m,P_VSA_LogP_5,s2_numRotBonds,P_VSA_LogP_4,Mv,MATS2m,GATS6i,P_VSA_charge_2,CATS2D_05_DA,GATS2p
Zhao_2016_3,0.3055631387868813,0.3905164945849937,0.3599257012770644,0.1666666666666666,0.6567760155189077,0.0,0.4285714285714285,0.8288765151796615,0.5896902228753929,0.5408287913136192,0.0,0.1694955996323792,0.7350406745340301,0.1775206256959916,0.5191335610411532,0.1754099363913025,0.0,0.3950541100048523
Zhao_2016_6,0.3772832563597074,0.3905164945849937,0.3149948497646571,0.1666666666666666,0.657447741745699,0.0,0.5714285714285714,0.6364165290732344,0.5735746459841297,0.3294216185709333,0.0,0.289629053740691,0.7350406745340301,0.1724285569971043,0.5754671426663132,0.3739309333199431,0.1666666666666666,0.4268977698442429
Zhao_2017_2,0.343178022923951,0.3052554300710746,0.7969093100190316,0.1666666666666666,0.8340123976888485,0.0,0.4285714285714285,0.9148553733688248,0.5754667996490013,0.2648957345209564,0.0,0.0201869719326487,0.6619606652705325,0.4000447314633115,0.2923713044592801,0.1494797718812842,0.1666666666666666,0.710338931934063
Zhao_2017_3,0.4226170855036211,0.3052554300710746,0.7969093100190316,0.1666666666666666,0.8348030641612123,0.0,0.7142857142857143,0.7344720147041786,0.5592972970274186,0.3277235689906708,0.0,0.2605450588842882,0.6619606652705325,0.3945636550328473,0.1197921314234342,0.3581694607746371,0.5,0.7458228842733514
Zhao_2017_5,0.3052227776767597,0.3052554300710746,0.8414829627938576,0.0,0.8355906513227485,0.2062111714471989,0.2857142857142857,0.9919941847248313,0.4618807685348552,0.3523452879044773,0.0,0.0,0.5926977696372075,0.3145744336236263,0.3141424653669524,0.1494797718812842,0.0,0.4112822789699257
Zhao_2017_6,0.3493504239519811,0.3052554300710746,0.7264020083523488,0.0,0.8362575198810447,0.2062111714471989,0.4285714285714285,0.8268418263211459,0.4466805477368616,0.3353647921018521,0.0,0.0174041969399456,0.5926977696372075,0.3094281420346991,0.6009564317387248,0.3581694607746371,0.0,0.4409536418029947
Wang_2022_a,0.3107826410925712,0.3905164945849937,0.2925747748996297,0.6666666666666666,0.5691962735152813,0.0,0.4285714285714285,0.4820249381300769,0.6164871636607717,0.0560356361486639,0.1428571428571428,0.3294413178949559,0.5639537024188179,0.3474974706242961,0.1483561233538699,0.0157614725453054,0.6666666666666666,0.4411301964096639
Wang_2022_b,0.3653848294655795,0.3052554300710746,0.6257458501061597,0.1666666666666666,0.5655762782871001,0.0,0.4285714285714285,0.5672765732461622,0.5139321097130968,0.0560356361486639,0.0,0.3294413178949559,0.5379813961037732,0.4408332986513681,0.2783372197432534,0.0157614725453054,0.1666666666666666,0.3788689895671657
Wang_2022_c,0.3793184393230821,0.3905164945849937,0.2637863912228457,0.1666666666666666,0.5155701625397242,0.0,0.4285714285714285,0.4750691568197644,0.6044084848696271,0.0560356361486639,0.0,0.3294413178949559,0.643478307448671,0.2984929062326052,0.4102477353039839,0.0157614725453054,0.1666666666666666,0.3860860601026461
Wang_2022_d,0.3107826410925712,0.3905164945849937,0.2925747748996297,0.6666666666666666,0.5691962735152813,0.0,0.4285714285714285,0.4820249381300769,0.6164871636607717,0.0560356361486639,0.1428571428571428,0.3294413178949559,0.5639537024188179,0.3474974706242961,0.1483561233538699,0.0157614725453054,0.6666666666666666,0.4411301964096639
Wang_2022_e,0.3793184393230821,0.3905164945849937,0.2637863912228457,0.1666666666666666,0.5155701625397242,0.0,0.4285714285714285,0.4750691568197644,0.6044084848696271,0.0560356361486639,0.0,0.3294413178949559,0.643478307448671,0.2984929062326052,0.4102477353039839,0.0157614725453054,0.1666666666666666,0.3860860601026461
Park_2003_1,0.1456849668313708,0.1422623564623624,0.9982991063266092,0.6666666666666666,0.8958408921122505,0.0693208091247934,0.7142857142857143,0.8995535655192954,0.434553261287959,0.1511264126433665,0.0,0.4446750622292963,0.7974256434763802,0.1664451907172489,0.687956182790785,0.3840996252846562,0.3333333333333333,0.323235078704267
Park_2003_2,0.1476599384129986,0.1423298965999353,0.9473607216028022,0.6666666666666666,0.9686305373562104,0.3306855379770694,0.7142857142857143,0.880193258747586,0.3954816889442006,0.1952757017301919,0.0,0.4446750622292963,0.7226530100448638,0.3650103495539767,0.7090010294388112,0.3840996252846562,0.3333333333333333,0.2138924992935957
Park_2003_3,0.0592265081233058,0.1422662374622607,1.0,0.6666666666666666,0.9572233801837396,0.2613647288522746,0.7142857142857143,0.91938616123772,0.3325029725187588,0.1952757017301919,0.0,0.4446750622292963,0.7226530100448638,0.3650103495539767,0.4153601026358271,0.3840996252846562,0.3333333333333333,0.2138924992935957
Park_2003_4,0.0592265081233058,0.1422627952997848,0.9097956209026644,0.6666666666666666,0.9667216577468204,0.2613647288522746,0.7142857142857143,0.8869638100127277,0.3325029725187588,0.1952757017301919,0.0,0.4446750622292963,0.7226530100448638,0.3650103495539771,1.0,0.3840996252846562,0.3333333333333333,0.2138924992935957
Park_2003_5,0.2969981255180954,0.1423566416648389,0.905715809035285,0.6666666666666666,0.8957208239114554,0.1937951756546635,0.7142857142857143,0.891288195612143,0.5623018321907683,0.1952757017301919,0.0,0.4446750622292963,0.656345203039554,0.3653990118928808,0.4768796477495018,0.3840996252846562,0.3333333333333333,0.2759954180671156
Park_2003_6,0.2151348248574552,0.1422628926234468,0.9408599242934956,0.6666666666666666,0.8948962433861638,0.1937951756546635,0.7142857142857143,0.8930450018568321,0.503737125480843,0.1952757017301919,0.0,0.4446750622292963,0.656345203039554,0.3653990118928808,0.8332137849909524,0.3840996252846562,0.3333333333333333,0.2759954180671156
Park_2003_7,0.2588157066424592,0.1422629020623711,0.7874352892805649,0.6666666666666666,0.8141027384016652,0.2489487330597401,0.7142857142857143,0.8909047756104476,0.5978256509578569,0.1952757017301919,0.0,0.4446750622292963,0.5439590894712341,0.3550253813038298,0.9635788539561304,0.3840996252846562,0.3333333333333333,0.3801053702082244
Park_2007_2a,0.1158610195167236,0.2948174552249272,0.7040741237047214,0.8333333333333334,0.9191558469772776,0.0693208091247934,0.7142857142857143,0.7643083366007279,0.5137478474095578,0.1511264126433665,0.1428571428571428,0.4446750622292963,0.8104176052959486,0.1049330470410142,0.5573513405432338,0.3840996252846562,0.8333333333333334,0.356998213749947
Park_2007_2b,0.0352114116870526,0.294817476783868,0.6333577830021053,0.8333333333333334,0.9925801352236564,0.2613647288522746,0.7142857142857143,0.7522948325305221,0.4133831797941693,0.1952757017301919,0.1428571428571428,0.4446750622292963,0.7363468688835031,0.3111839173541634,0.8548946870657601,0.3840996252846562,0.8333333333333334,0.2463289670254234
Park_2007_2c,0.1897850097151014,0.2948174808476356,0.6585514081614348,0.8333333333333334,0.917157666601069,0.1937951756546635,0.7142857142857143,0.7581133817291597,0.581344859085949,0.1952757017301919,0.1428571428571428,0.4446750622292963,0.6705062142946598,0.3202463336659636,0.7097473988592178,0.3840996252846562,0.8333333333333334,0.3072037142616137
Park_2007_2d,0.2354171317661185,0.2948174811888076,0.5359470118363887,0.8333333333333334,0.8375865006037593,0.2489487330597401,0.7142857142857143,0.7560983475204464,0.6744364632524754,0.1952757017301919,0.1428571428571428,0.4446750622292963,0.5585771014936318,0.3230196264536735,0.8534183350104243,0.3840996252846562,0.8333333333333334,0.4091283880219309
Skilling_2018_5a,0.3854523705317709,0.9999999999400172,0.2390272203388692,0.0,0.0785934346810055,0.316518286257351,0.5714285714285714,0.5881052314562347,0.9916508224945098,0.825029930653126,0.1904761904761902,0.1841300033450082,0.3627965224189662,0.5066753057818584,0.1280517275528008,0.1754099363913025,0.0,0.6813902503715279
Skilling_2018_5b,0.3785544105923907,0.9999999999399928,0.2810761450652601,0.0,0.1333015475896353,0.2613647288522746,0.5714285714285714,0.5907381749219061,0.938047742016799,0.825029930653126,0.1904761904761902,0.1841300033450082,0.4734667182554979,0.5309256902296545,0.3876789919599028,0.1754099363913025,0.0,0.5845916664603021
Skilling_2018_5c,0.0631262546204543,1.0000000000000004,0.0349279898474503,0.0,0.3788440928169372,0.2062111714471989,0.5714285714285714,0.5569247159433992,0.7172316662413519,0.825029930653126,0.1904761904761902,0.1841300033450082,0.4734667182554979,0.6373752687794908,0.0066515700099807,0.1754099363913025,0.0,0.4521802114918722
Skilling_2018_6a,0.4070262856623458,0.9999999999400172,0.0,0.0,0.0,0.2613647288522746,0.4285714285714285,0.5519950048061464,0.993780497176458,0.6725810830252303,0.1904761904761902,0.1841300033450082,0.067766276699885,0.3528319888715125,0.021398284111064,0.1754099363913025,0.0,0.949820185465328
Skilling_2018_6b,0.4058491755912402,0.9999999999400172,0.0351278054034793,0.0,0.0354103489744446,0.2613647288522746,0.4285714285714285,0.5524820555434191,1.0,0.6725810830252303,0.1904761904761902,0.1841300033450082,0.112683771518621,0.3853224830038117,0.0299858535434731,0.1754099363913025,0.0,0.9172028695906488
Skilling_2018_6c,0.4023486608501384,0.9999999999400172,0.1440525023063346,0.0,0.121220203493781,0.2613647288522746,0.4285714285714285,0.553519405849145,0.9972564706425904,0.6725810830252303,0.1904761904761902,0.1841300033450082,0.2308877052521465,0.4533036873739258,0.0776175153339866,0.1754099363913025,0.0,0.8281916012251287
Skilling_2018_6d,0.3996159575043939,0.9999999999400172,0.2345824178694625,0.0,0.1742095517367676,0.2613647288522746,0.4285714285714285,0.5543277189045668,0.978904734703525,0.6725810830252303,0.1904761904761902,0.1841300033450082,0.3108491898365848,0.4859038515868514,0.1314471004593542,0.1754099363913025,0.0,0.7652437993018775
Skilling_2018_6e,0.3956788808793084,0.9999999999399928,0.3299329434078377,0.0,0.2368312709286311,0.2613647288522746,0.4285714285714285,0.5566770887932402,0.9345764024280334,0.6725810830252303,0.1904761904761902,0.1841300033450082,0.4121337369768625,0.5123899669526473,0.2610635752492261,0.1754099363913025,0.0,0.6821543943571946
Nuthanakanti_2020_3a,0.2496242612457167,0.2824475313925281,0.5543575313361155,0.1666666666666666,0.3655361673115038,0.2471974771325583,0.4285714285714285,0.4410646431599858,0.8000134128699614,0.1965981367147225,0.0,0.4383245157047231,0.0803793875311456,0.3527079894264125,0.3231280553139655,0.5927893141780098,0.3333333333333333,0.8359352563513687
Nuthanakanti_2020_3b,0.2666203960504628,0.2824475313925281,0.5097753232378532,0.1666666666666666,0.3081838444248337,0.2471974771325583,0.4285714285714285,0.4406229666630008,0.8075826397106758,0.1965981367147225,0.0,0.4383245157047231,0.0368864312642971,0.3140602758507848,0.3216548429704584,0.5927893141780098,0.3333333333333333,0.8759447418515651
Nuthanakanti_2020_3c,0.2804962482719932,0.2824475313925281,0.4740162221783446,0.1666666666666666,0.2574594434351276,0.2471974771325583,0.4285714285714285,0.4401812773237699,0.8107040786645051,0.1965981367147225,0.0,0.4383245157047231,0.0,0.2786612644482478,0.3209307997882651,0.5927893141780098,0.3333333333333333,0.9093747014308078
Nuthanakanti_2020_4a,0.3611297655695897,0.2724949722954823,0.4862984757107809,0.1666666666666666,0.2238436205520422,0.0551535574050765,0.4285714285714285,0.9561961487595116,0.7955526636393063,0.1524488476278957,0.0,0.4383245157047231,0.1051839641520882,0.2518609937765061,0.426217163971113,0.5927893141780098,0.3333333333333333,0.94152303367441
Nuthanakanti_2020_4b,0.3670518091409207,0.2724949722955072,0.4373169151640654,0.1666666666666666,0.1732100294740259,0.0551535574050765,0.4285714285714285,0.9555351840746742,0.8016442056386955,0.1524488476278957,0.0,0.4383245157047231,0.0577009174777192,0.221784707397358,0.4133983460419714,0.5927893141780098,0.3333333333333333,0.9735039386337704
Nuthanakanti_2020_4c,0.3718309272510759,0.2724949722954823,0.398688957406923,0.1666666666666666,0.1286408992973751,0.0551535574050765,0.4285714285714285,0.9548741332179098,0.8035557644954588,0.1524488476278957,0.0,0.4383245157047231,0.0177151939624566,0.193343477008552,0.4036212256553639,0.5927893141780098,0.3333333333333333,1.0000000000000004
Seela_2011_1,0.2883390306987611,0.5178609238124015,0.4050869187435875,0.3333333333333333,0.8982526680016498,0.0693208091247934,0.8571428571428571,0.1368591681057895,0.5349250982066744,0.3249101731648808,0.0,0.5085731853448905,0.8281939587125295,0.2669461980812415,0.1216272418614785,0.0,0.3333333333333333,0.2849800366232391
Seela_2011_2,0.291521528900568,0.5178609238124015,0.4003051173489733,0.3333333333333333,0.88965812348094,0.0693208091247934,1.0,0.1330405983641333,0.541405620961086,0.2867040576089743,0.0,0.5085731853448905,0.8281939587125295,0.304428435238754,0.507467207484464,0.0,0.3333333333333333,0.3616517897606091
Seela_2011_3,0.346477969707421,0.4530482889966474,0.4524208605354531,0.0,0.6599367098426416,0.605381191661035,0.4285714285714285,0.2650690880134642,0.6139772792032119,0.3249101731648808,0.0,0.5085731853448905,0.688236397330658,0.285827853831008,0.4580874435895961,0.0,0.1666666666666666,0.3982885485557337
Seela_2011_4,0.0756151651071176,0.4530511851617924,0.4283495136513107,0.0,0.6840136186288568,0.5092413285705986,1.0,0.289691370214028,0.3080551114613702,0.4751875610181161,0.0,0.7517140472892367,0.8209614728972676,0.2280414849023813,0.3320529196893713,0.0259301645100186,0.1666666666666666,0.1870642188472939
Seela_2011_13,0.2456773496822442,0.5178609238124015,0.4528124349567286,0.3333333333333333,0.8991568571319544,0.0693208091247934,0.4285714285714285,0.1461409713007917,0.4635688670456417,0.3325513962760621,0.0,0.3865541549964384,0.8025258984891614,0.2265083262835734,0.1930673441680395,0.0,0.1666666666666666,0.1558408617111908
Jung_2005,0.130065206146948,0.1422623564623624,0.8900631349034667,0.6666666666666666,0.8958408921122505,0.0693208091247934,0.7142857142857143,0.836735226239353,0.3725026206131472,0.0882985781736519,0.0,0.2015342002849538,0.6555352096567724,0.1466414532045868,0.7061044811934245,0.4090129205982032,0.3333333333333333,0.3695903106983103
Sreenivasachary_2005,0.242063896288847,0.4072210291481664,0.4317319221756373,0.5,0.8492773304568466,0.0,0.5714285714285714,0.6155811975179921,0.5672291222573308,0.3294216185709333,0.0,0.5082100303243231,0.7167933724227424,0.2908095344439813,0.1457182719253782,0.731083524898109,1.0,0.479721107004659
Buerkle_2009_b,0.774966698462306,0.456241380876206,0.3610257447828988,1.0,0.7741215252599805,0.0,0.5714285714285714,0.5900360241868157,0.0,0.786768161454622,1.0,1.0,0.7024848795356933,0.8942663910502897,0.2354240816392012,1.0,0.0,0.2808963735419958
Buerkle_2012_8BrG,0.7200060823098748,0.5155213861476766,0.3765035649455515,0.5,0.4322407202159972,1.0,0.5714285714285714,0.7377633422566563,0.6605385660030112,0.3598763532814668,0.1428571428571428,0.1403204260409604,0.9325007614097612,0.3808410312450394,0.4710822269966828,0.3739309333199431,0.6666666666666666,0.0561486713169285
Buerkle_2012_8OMeG,0.2593697519363488,0.5388951177869599,0.6291757881736639,0.5,0.5280185576864653,0.0,0.8571428571428571,0.7410393020576467,0.6788012382820598,0.5426534571163113,0.1428571428571428,0.1403204260409604,0.5820440105727407,0.462518631784564,0.3447202750161708,0.3581694607746371,1.0,0.2175932201476103
Buerkle_2012_8BrTAcG,1.0,0.554991420728792,0.3524141572579879,1.0,0.5681009720418082,1.0,0.5714285714285714,0.6787969827083644,0.4720429979746827,0.8172228961651554,1.0,0.8506913723002725,0.8964761671398502,0.6018201364790522,0.2728088404769417,1.0,0.0,0.0238119260384706
Buerkle_2012_8OMeTAcG,0.7138133069114305,0.5743499170475004,0.4076406181993277,1.0,0.6351020902410376,0.0,0.8571428571428571,0.6791081186038421,0.1102102408461208,1.0,1.0,0.8506913723002725,0.6498838324496576,1.0,0.3049698427842946,0.9842385274546948,0.1666666666666666,0.1128591004254575
Xiao_2018_2,0.2941725250880009,0.3910241029590722,0.3704414951421264,0.1666666666666666,0.6872374326762198,0.0,0.4285714285714285,0.6555425289433645,0.6034015259527062,0.3294216185709333,0.1428571428571428,0.289629053740691,0.5085818959381259,0.28091703301035,0.2443997187920903,0.7944063460608343,0.8333333333333334,0.4879389396365834
Xiao_2018_4,0.3193957777782547,0.3905164945849937,0.2861970952572161,0.1666666666666666,0.7459577330913678,0.0,0.4285714285714285,0.6485872738007843,0.6645597196703609,0.3294216185709333,0.0,0.289629053740691,0.5639537024188179,0.363623031619,0.1863927834169882,0.3739309333199431,0.6666666666666666,0.5314175807381751
Xiao_2018_5,0.3096711235685417,0.3910241029590722,0.3563587930795164,0.1666666666666666,0.6872374326762198,0.0,0.5714285714285714,0.6561309027246813,0.5491192311372839,0.3294216185709333,0.1428571428571428,0.289629053740691,0.5884418769444402,0.1848124209254057,0.2458627179139823,0.3739309333199431,0.8333333333333334,0.5347409949257278
Xiao_2019_2,0.252933702302679,0.4042695667084941,0.4933080458542744,0.8333333333333334,0.9832202579560488,0.0,0.7142857142857143,0.5952379685251692,0.4282692102705964,0.3294216185709333,0.0,0.7929812723018024,0.8824925969545667,0.2707364479358363,0.158366637008374,0.3739309333199431,0.8333333333333334,0.5056086864724092
Xiao_2019_3,0.23582645344527,0.4072210291481664,0.4483011736501663,0.5,0.8492773304568466,0.0,0.7142857142857143,0.6164776606183886,0.5262194708367978,0.3294216185709333,0.0,0.5082100303243231,0.805126043355262,0.1722905241266848,0.1442915520737306,0.9378851936078092,1.0,0.5310289809965218
Jia_2018_UC8,0.5855193515368909,0.5206711130320718,0.3195750537505166,0.1666666666666666,1.0,0.7431078808714661,0.4285714285714285,0.2456866701944809,0.8972047356159766,0.1859364290387481,0.1428571428571428,0.2015342002849538,0.5005021657389337,0.326007684351893,0.474356465628635,0.3840996252846562,0.5,0.3624113840920793
Jia_2018_UC12,0.5772140215212991,0.5206711130337673,0.2775165026411672,0.1666666666666666,0.8626112258130725,0.7431078808714661,0.4285714285714285,0.2450762834174045,0.923611764484106,0.1859364290387481,0.1428571428571428,0.2015342002849538,0.3664851662865285,0.2930332041590325,0.4504274746888823,0.3840996252846562,0.5,0.4833067743434025
Jia_2018_UC16,0.5671740606074688,0.5206711130337673,0.2480629803857009,0.1666666666666666,0.7467734362843057,0.7431078808714661,0.4285714285714285,0.2443734767759043,0.9288707290283118,0.1859364290387481,0.1428571428571428,0.2015342002849538,0.2656270120594675,0.2553057018979304,0.4336042617455948,0.3840996252846562,0.5,0.5755786069987443
Tang_2019_ArabinoC,0.1892422425600897,0.2708500975333039,0.4624487729839763,0.1666666666666666,0.435655745863821,0.2062111714471989,0.2857142857142857,0.8318908694475862,0.5838313938672197,0.2326327924959686,0.1428571428571428,0.0,0.4607564459729305,0.1578093729429656,0.3277392133841514,0.0259301645100186,0.5,0.6677291383737245
Tang_2019_DideoxyC,0.2956035779470224,0.0,0.6849671514191384,0.0,0.2512419461130761,0.316518286257351,0.0,0.9724894287133344,0.5081774395390368,0.2326327924959686,0.0,0.0,0.3921647770556049,0.3131684552550641,0.4552776383869021,0.0259301645100186,0.0,0.5188368505018586
Peters_2014_3,0.2491579729070993,0.3824898729028496,0.4825701994506646,0.3333333333333333,0.6670987472563308,0.0,0.5714285714285714,0.1544477617222636,0.7206785869378578,0.3294216185709333,0.1428571428571428,0.4389376814404214,0.7202071274190356,0.0,0.0,0.2244511614386589,0.5,0.3476313538761229
Plank_2016_2,0.3265790743677035,0.3905164945849937,0.347626090809398,0.1666666666666666,0.3883964389261045,0.0,0.4285714285714285,0.6555800810814736,0.5631140901959728,0.3294216185709333,0.0,0.289629053740691,1.0,0.0262113744836676,0.0903479619913478,0.3739309333199431,0.3333333333333333,0.0
Du2021_L_G,0.307924023430828,0.3905164945849937,0.3653019177243406,0.5,0.7110671738888499,0.0,0.5714285714285714,0.6473716120675506,0.5879658798607705,0.3294216185709333,0.1428571428571428,0.289629053740691,0.6503316158037196,0.2240204351405429,0.262949727486724,0.3739309333199431,0.6666666666666666,0.4840496943999524
